Name,Price,Rating,Availability,Product URL
"ASUS Vivobook 15, Intel Celeron N4020, 15.6"" (39.62 cms) HD, Thin and Light Laptop (8GB/512GB SSD/Integrated Graphics/Windows 11/Office 2021/Silver/1.8 kg), X515MA-BR022WS","26,990",4.0,"ASUS Vivobook 15, Intel Celeron N4020, 15.6"" (39.62 cms) HD, Thin and Light Laptop (8GB/512GB SSD/Integrated Graphics/Windows 11/Office 2021/Silver/1.8 kg), X515MA-BR022WS  4.0 out of 5 stars 1,534  400+ bought in past month₹26,990₹26,990 M.R.P: ₹38,990₹38,990 (31% off)Save extra with No Cost EMIService: Device SetupAdd to cart-Remove",https://www.amazon.in/ASUS-SmartChoice-Integrated-Fingerprint-X515MA-BR024WS/dp/B0C1GM4C6V/ref=sr_1_10?dib=eyJ2IjoiMSJ9.pfQKLxx5fRSjcoGExZQg5OqnqKdKm-sUEV5BacIdcBzsHTA4QF4qBrso8u6StR9EsseMACoVT60d2RtLE-SKzJrdNDyKjK_fZpoGnGZc7r7o8N9OwbHpskqzjUCfWKQWyVJ6FJpxKLz9tRP2LO7ABKWmCf96umvg3KBD8Ec36CHatJ02RgtSxUYcdaadtk471sVIeGxCqsjM_9ZRdCQYFG1m6ZyKtGRj38b1xSyE9NE.E1STvG2ho2-DqYC1AeQae7B_yg2v4_GXZMP6jLSzh_E&dib_tag=se&keywords=laptop&qid=1718868870&sr=8-10
"Apple 2023 MacBook Pro (14-inch, M3 chip with 8‑core CPU and 10‑core GPU, 8GB Unified Memory, 512GB) - Silver","1,59,790",4.5,"SponsoredSponsored You are seeing this ad based on the product’s relevance to your search query.Let us know  Apple 2023 MacBook Pro (14-inch, M3 chip with 8‑core CPU and 10‑core GPU, 8GB Unified Memory, 512GB) - Silver  4.5 out of 5 stars 22  ₹1,59,790₹1,59,790 M.R.P: ₹1,69,900₹1,69,900 (6% off)Flat INR 5000 Off on SBI Credit CardsAdd to cart-Remove+2 colors/patterns",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0NTMzOTQ2NTQzNTExNzE6MTcxODg2ODg3MTpzcF9tdGY6MzAwMDg1NDAzMjE5MTMyOjowOjo&url=%2FApple-MacBook-14-inch-10%25E2%2580%2591core-Unified%2Fdp%2FB0CM5RTLM1%2Fref%3Dsr_1_11_sspa%3Fdib%3DeyJ2IjoiMSJ9.pfQKLxx5fRSjcoGExZQg5OqnqKdKm-sUEV5BacIdcBzsHTA4QF4qBrso8u6StR9EsseMACoVT60d2RtLE-SKzJrdNDyKjK_fZpoGnGZc7r7o8N9OwbHpskqzjUCfWKQWyVJ6FJpxKLz9tRP2LO7ABKWmCf96umvg3KBD8Ec36CHatJ02RgtSxUYcdaadtk471sVIeGxCqsjM_9ZRdCQYFG1m6ZyKtGRj38b1xSyE9NE.E1STvG2ho2-DqYC1AeQae7B_yg2v4_GXZMP6jLSzh_E%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1718868870%26sr%3D8-11-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
"Dell 15 Thin & Light Laptop, 12th Gen Intel Core i5-1235U Processor, 8GB, 512GB SSD, 15.6"" (39.62cm) FHD Display, Win 11 + MSO'21, 15 Month McAfee Antivirus, Black, Spill-Resistant Keyboard,1.66kg","46,990",3.8,"SponsoredSponsored You are seeing this ad based on the product’s relevance to your search query.Let us know  Dell 15 Thin & Light Laptop, 12th Gen Intel Core i5-1235U Processor, 8GB, 512GB SSD, 15.6"" (39.62cm) FHD Display, Win 11 + MSO'21, 15 Month McAfee Antivirus, Black, Spill-Resistant Keyboard,1.66kg  3.8 out of 5 stars 673  400+ bought in past month₹46,990₹46,990 M.R.P: ₹62,088₹62,088 (24% off)Save extra with No Cost EMIService: Device SetupAdd to cart-Remove",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0NTMzOTQ2NTQzNTExNzE6MTcxODg2ODg3MTpzcF9tdGY6MzAwMTM3OTAzNzc3NzMyOjowOjo&url=%2FDell-i5-1235U-Processor-Antivirus-Spill-Resistant%2Fdp%2FB0CSG4G18G%2Fref%3Dsr_1_12_sspa%3Fdib%3DeyJ2IjoiMSJ9.pfQKLxx5fRSjcoGExZQg5OqnqKdKm-sUEV5BacIdcBzsHTA4QF4qBrso8u6StR9EsseMACoVT60d2RtLE-SKzJrdNDyKjK_fZpoGnGZc7r7o8N9OwbHpskqzjUCfWKQWyVJ6FJpxKLz9tRP2LO7ABKWmCf96umvg3KBD8Ec36CHatJ02RgtSxUYcdaadtk471sVIeGxCqsjM_9ZRdCQYFG1m6ZyKtGRj38b1xSyE9NE.E1STvG2ho2-DqYC1AeQae7B_yg2v4_GXZMP6jLSzh_E%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1718868870%26sr%3D8-12-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
"HP Laptop 15s, Intel Celeron N4500, 15.6-inch (39.6 cm), HD, 8GB DDR4, 512GB SSD, Intel UHD Graphics, 720p HD Camera, Thin & Light, Dual Speakers (Win 11, Black, 1.65 kg), fq3066TU","26,490",3.3,"HP Laptop 15s, Intel Celeron N4500, 15.6-inch (39.6 cm), HD, 8GB DDR4, 512GB SSD, Intel UHD Graphics, 720p HD Camera, Thin & Light, Dual Speakers (Win 11, Black, 1.65 kg), fq3066TU  3.3 out of 5 stars 36  100+ bought in past month₹26,490₹26,490 M.R.P: ₹31,964₹31,964 (17% off)Upto 10% Off on select cardsService: Device SetupAdd to cart-Remove",https://www.amazon.in/HP-15-6-inch-Micro-Edge-Graphics-15s-fq3066TU/dp/B0CJC7S45V/ref=sr_1_13?dib=eyJ2IjoiMSJ9.pfQKLxx5fRSjcoGExZQg5OqnqKdKm-sUEV5BacIdcBzsHTA4QF4qBrso8u6StR9EsseMACoVT60d2RtLE-SKzJrdNDyKjK_fZpoGnGZc7r7o8N9OwbHpskqzjUCfWKQWyVJ6FJpxKLz9tRP2LO7ABKWmCf96umvg3KBD8Ec36CHatJ02RgtSxUYcdaadtk471sVIeGxCqsjM_9ZRdCQYFG1m6ZyKtGRj38b1xSyE9NE.E1STvG2ho2-DqYC1AeQae7B_yg2v4_GXZMP6jLSzh_E&dib_tag=se&keywords=laptop&qid=1718868870&sr=8-13
"Apple MacBook Air Laptop M1 chip, 13.3-inch/33.74 cm Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Grey","71,990",4.7,"Apple MacBook Air Laptop M1 chip, 13.3-inch/33.74 cm Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Space Grey  4.7 out of 5 stars 5,028  500+ bought in past month₹71,990₹71,990 M.R.P: ₹92,900₹92,900 (23% off)Flat INR 5000 Off on ICICI Credit CardsAdd to cart-Remove",https://www.amazon.in/Apple-MacBook-Chip-13-inch-256GB/dp/B08N5W4NNB/ref=sr_1_14?dib=eyJ2IjoiMSJ9.pfQKLxx5fRSjcoGExZQg5OqnqKdKm-sUEV5BacIdcBzsHTA4QF4qBrso8u6StR9EsseMACoVT60d2RtLE-SKzJrdNDyKjK_fZpoGnGZc7r7o8N9OwbHpskqzjUCfWKQWyVJ6FJpxKLz9tRP2LO7ABKWmCf96umvg3KBD8Ec36CHatJ02RgtSxUYcdaadtk471sVIeGxCqsjM_9ZRdCQYFG1m6ZyKtGRj38b1xSyE9NE.E1STvG2ho2-DqYC1AeQae7B_yg2v4_GXZMP6jLSzh_E&dib_tag=se&keywords=laptop&qid=1718868870&sr=8-14
"HP Laptop 15,12th Gen Intel Core i3-1215U,15.6 inch(39.6 cm),FHD,Anti-Glare,8 GB DDR4,512 GB SSD,Windows 11,MSO,Dual Speakers,1.69 kg,Natural Silver,15s-fq5326TU","36,970",4.1,"HP Laptop 15,12th Gen Intel Core i3-1215U,15.6 inch(39.6 cm),FHD,Anti-Glare,8 GB DDR4,512 GB SSD,Windows 11,MSO,Dual Speakers,1.69 kg,Natural Silver,15s-fq5326TU  4.1 out of 5 stars 1,901  200+ bought in past monthLimited time deal  ₹36,970₹36,970 M.R.P: ₹48,419₹48,419 (24% off)Save extra with No Cost EMIService: Device SetupAdd to cart-Remove",https://www.amazon.in/HP-i3-1215U-Anti-Glare-Speakers-15s-fq5326TU/dp/B0CYQ257C1/ref=sr_1_15?dib=eyJ2IjoiMSJ9.pfQKLxx5fRSjcoGExZQg5OqnqKdKm-sUEV5BacIdcBzsHTA4QF4qBrso8u6StR9EsseMACoVT60d2RtLE-SKzJrdNDyKjK_fZpoGnGZc7r7o8N9OwbHpskqzjUCfWKQWyVJ6FJpxKLz9tRP2LO7ABKWmCf96umvg3KBD8Ec36CHatJ02RgtSxUYcdaadtk471sVIeGxCqsjM_9ZRdCQYFG1m6ZyKtGRj38b1xSyE9NE.E1STvG2ho2-DqYC1AeQae7B_yg2v4_GXZMP6jLSzh_E&dib_tag=se&keywords=laptop&qid=1718868870&sr=8-15
"Walker Notebook/Laptop PC Model No - NU14A1, 14.1 inches,Gemini Celeron N 4020, 4 GB RAM, 128 GB SSD, Windows 11 Home SL- Colour Silver","12,990",3.9,"Walker Notebook/Laptop PC Model No - NU14A1, 14.1 inches,Gemini Celeron N 4020, 4 GB RAM, 128 GB SSD, Windows 11 Home SL- Colour Silver  3.9 out of 5 stars 46  Limited time deal  ₹12,990₹12,990 M.R.P: ₹30,000₹30,000 (57% off)Save extra with No Cost EMIAdd to cart-Remove",https://www.amazon.in/Walker-Notebook-Laptop-PC-Model/dp/B0CGVLLWT3/ref=sr_1_16?dib=eyJ2IjoiMSJ9.pfQKLxx5fRSjcoGExZQg5OqnqKdKm-sUEV5BacIdcBzsHTA4QF4qBrso8u6StR9EsseMACoVT60d2RtLE-SKzJrdNDyKjK_fZpoGnGZc7r7o8N9OwbHpskqzjUCfWKQWyVJ6FJpxKLz9tRP2LO7ABKWmCf96umvg3KBD8Ec36CHatJ02RgtSxUYcdaadtk471sVIeGxCqsjM_9ZRdCQYFG1m6ZyKtGRj38b1xSyE9NE.E1STvG2ho2-DqYC1AeQae7B_yg2v4_GXZMP6jLSzh_E&dib_tag=se&keywords=laptop&qid=1718868870&sr=8-16
"Primebook S Wifi, 2024(NEW) Android Based MediaTek MT8183 - (PrimeOS) Thin and Light Laptop (11.6 Inch, 1.065 Kg, Type C) (4GB/128GB eMMC Storage)","13,990",5.0,"Primebook S Wifi, 2024(NEW) Android Based MediaTek MT8183 - (PrimeOS) Thin and Light Laptop (11.6 Inch, 1.065 Kg, Type C) (4GB/128GB eMMC Storage)  5.0 out of 5 stars 2  ₹13,990₹13,990 M.R.P: ₹20,990₹20,990 (33% off)Save extra with No Cost EMIAdd to cart-Remove",https://www.amazon.in/Primebook-Android-Based-MediaTek-MT8183/dp/B0D2Y4KLGN/ref=sr_1_17?dib=eyJ2IjoiMSJ9.pfQKLxx5fRSjcoGExZQg5OqnqKdKm-sUEV5BacIdcBzsHTA4QF4qBrso8u6StR9EsseMACoVT60d2RtLE-SKzJrdNDyKjK_fZpoGnGZc7r7o8N9OwbHpskqzjUCfWKQWyVJ6FJpxKLz9tRP2LO7ABKWmCf96umvg3KBD8Ec36CHatJ02RgtSxUYcdaadtk471sVIeGxCqsjM_9ZRdCQYFG1m6ZyKtGRj38b1xSyE9NE.E1STvG2ho2-DqYC1AeQae7B_yg2v4_GXZMP6jLSzh_E&dib_tag=se&keywords=laptop&qid=1718868870&sr=8-17
"Lenovo IdeaPad Slim 3 Intel Core i3 12th Gen 15.6"" (39.62cm) FHD Thin & Light Laptop (8GB/512GB SSD/Windows 11/Office 2021/1Yr ADP Free/3months Game Pass/Arctic Grey/1.63Kg), 82RK00VTIN","34,790",4.0,"Lenovo IdeaPad Slim 3 Intel Core i3 12th Gen 15.6"" (39.62cm) FHD Thin & Light Laptop (8GB/512GB SSD/Windows 11/Office 2021/1Yr ADP Free/3months Game Pass/Arctic Grey/1.63Kg), 82RK00VTIN  4.0 out of 5 stars 284  ₹34,790₹34,790 M.R.P: ₹58,390₹58,390 (40% off)Save extra with No Cost EMIService: Device SetupAdd to cart-Remove",https://www.amazon.in/Lenovo-IdeaPad-39-62cm-Warranty-82RK006DIN/dp/B0B4JPC8GT/ref=sr_1_18?dib=eyJ2IjoiMSJ9.pfQKLxx5fRSjcoGExZQg5OqnqKdKm-sUEV5BacIdcBzsHTA4QF4qBrso8u6StR9EsseMACoVT60d2RtLE-SKzJrdNDyKjK_fZpoGnGZc7r7o8N9OwbHpskqzjUCfWKQWyVJ6FJpxKLz9tRP2LO7ABKWmCf96umvg3KBD8Ec36CHatJ02RgtSxUYcdaadtk471sVIeGxCqsjM_9ZRdCQYFG1m6ZyKtGRj38b1xSyE9NE.E1STvG2ho2-DqYC1AeQae7B_yg2v4_GXZMP6jLSzh_E&dib_tag=se&keywords=laptop&qid=1718868870&sr=8-18
"HP Laptop 15s, 12th Gen Intel Core i3, 15.6-inch (39.6 cm), 8GB DDR4, 512GB SSD, Thin & light, Dual speakers (Win 11, MSO 2021, Silver, 1.69 kg), fq5007TU / FQ5327TU","38,990",4.0,"HP Laptop 15s, 12th Gen Intel Core i3, 15.6-inch (39.6 cm), 8GB DDR4, 512GB SSD, Thin & light, Dual speakers (Win 11, MSO 2021, Silver, 1.69 kg), fq5007TU / FQ5327TU  4.0 out of 5 stars 963  300+ bought in past month₹38,990₹38,990 M.R.P: ₹51,134₹51,134 (24% off)Save extra with No Cost EMIService: Device SetupAdd to cart-Remove",https://www.amazon.in/HP-i3-1215U-15-6-inch-Graphics-Speakers/dp/B0BP2M7CCS/ref=sr_1_19?dib=eyJ2IjoiMSJ9.pfQKLxx5fRSjcoGExZQg5OqnqKdKm-sUEV5BacIdcBzsHTA4QF4qBrso8u6StR9EsseMACoVT60d2RtLE-SKzJrdNDyKjK_fZpoGnGZc7r7o8N9OwbHpskqzjUCfWKQWyVJ6FJpxKLz9tRP2LO7ABKWmCf96umvg3KBD8Ec36CHatJ02RgtSxUYcdaadtk471sVIeGxCqsjM_9ZRdCQYFG1m6ZyKtGRj38b1xSyE9NE.E1STvG2ho2-DqYC1AeQae7B_yg2v4_GXZMP6jLSzh_E&dib_tag=se&keywords=laptop&qid=1718868870&sr=8-19
"Acer One 14 Business Laptop AMD Ryzen 3 3250U Processor (8GB RAM/256GB SSD/AMD Radeon Graphics/Windows 11 Home) Z2-493 with 35.56 cm (14.0"") HD Display","24,990",3.8,"Acer One 14 Business Laptop AMD Ryzen 3 3250U Processor (8GB RAM/256GB SSD/AMD Radeon Graphics/Windows 11 Home) Z2-493 with 35.56 cm (14.0"") HD Display  3.8 out of 5 stars 382  50+ bought in past monthLimited time deal  ₹24,990₹24,990 M.R.P: ₹43,999₹43,999 (43% off)Upto 10% Off on select cardsService: Device SetupAdd to cart-Remove",https://www.amazon.in/Acer-Business-Processor-Graphics-Z2-493/dp/B0B42QJMJP/ref=sr_1_20?dib=eyJ2IjoiMSJ9.pfQKLxx5fRSjcoGExZQg5OqnqKdKm-sUEV5BacIdcBzsHTA4QF4qBrso8u6StR9EsseMACoVT60d2RtLE-SKzJrdNDyKjK_fZpoGnGZc7r7o8N9OwbHpskqzjUCfWKQWyVJ6FJpxKLz9tRP2LO7ABKWmCf96umvg3KBD8Ec36CHatJ02RgtSxUYcdaadtk471sVIeGxCqsjM_9ZRdCQYFG1m6ZyKtGRj38b1xSyE9NE.E1STvG2ho2-DqYC1AeQae7B_yg2v4_GXZMP6jLSzh_E&dib_tag=se&keywords=laptop&qid=1718868870&sr=8-20
"Apple 2023 MacBook Pro Laptop M2 Max chip with 12‑core CPU and 38‑core GPU: 33.74 cm (16.2-inch), 32GB Unified Memory, 1TB SSD Storage. Works with iPhone/iPad; Space Grey","3,49,900",3.7,"SponsoredSponsored You are seeing this ad based on the product’s relevance to your search query.Let us know  Apple 2023 MacBook Pro Laptop M2 Max chip with 12‑core CPU and 38‑core GPU: 33.74 cm (16.2-inch), 32GB Unified Memory, 1TB SSD Storage. Works with iPhone/iPad; Space Grey  3.7 out of 5 stars 6  ₹3,49,900₹3,49,900Flat INR 5000 Off on SBI Credit CardsOnly 1 left in stock.Add to cart-Remove",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0NTMzOTQ2NTQzNTExNzE6MTcxODg2ODg3MTpzcF9idGY6MjAxMTQxOTgyNTQ5OTg6OjA6Og&url=%2FApple-MacBook-Laptop-12%25E2%2580%2591core-38%25E2%2580%2591core%2Fdp%2FB0BSHVCXN9%2Fref%3Dsr_1_21_sspa%3Fdib%3DeyJ2IjoiMSJ9.pfQKLxx5fRSjcoGExZQg5OqnqKdKm-sUEV5BacIdcBzsHTA4QF4qBrso8u6StR9EsseMACoVT60d2RtLE-SKzJrdNDyKjK_fZpoGnGZc7r7o8N9OwbHpskqzjUCfWKQWyVJ6FJpxKLz9tRP2LO7ABKWmCf96umvg3KBD8Ec36CHatJ02RgtSxUYcdaadtk471sVIeGxCqsjM_9ZRdCQYFG1m6ZyKtGRj38b1xSyE9NE.E1STvG2ho2-DqYC1AeQae7B_yg2v4_GXZMP6jLSzh_E%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1718868870%26sr%3D8-21-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
"Samsung Galaxy Book3 Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Home) Galaxy Book3 Thin and Light Laptop (15.6 Inch, Silver, 1.58 Kg, with MS Office)","61,690",4.0,"SponsoredSponsored You are seeing this ad based on the product’s relevance to your search query.Let us know  Samsung Galaxy Book3 Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Home) Galaxy Book3 Thin and Light Laptop (15.6 Inch, Silver, 1.58 Kg, with MS Office)  4.0 out of 5 stars 118  ₹61,690₹61,690 M.R.P: ₹1,07,990₹1,07,990 (43% off)Save extra with No Cost EMIService: Device SetupAdd to cart-Remove+1 colors/patterns",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0NTMzOTQ2NTQzNTExNzE6MTcxODg2ODg3MTpzcF9idGY6MzAwMTY2OTQxNTA3MjMyOjowOjo&url=%2FSamsung-NP750XFG-KB2IN-Galaxy-Book3%2Fdp%2FB0BVW7RJ5X%2Fref%3Dsr_1_22_sspa%3Fdib%3DeyJ2IjoiMSJ9.pfQKLxx5fRSjcoGExZQg5OqnqKdKm-sUEV5BacIdcBzsHTA4QF4qBrso8u6StR9EsseMACoVT60d2RtLE-SKzJrdNDyKjK_fZpoGnGZc7r7o8N9OwbHpskqzjUCfWKQWyVJ6FJpxKLz9tRP2LO7ABKWmCf96umvg3KBD8Ec36CHatJ02RgtSxUYcdaadtk471sVIeGxCqsjM_9ZRdCQYFG1m6ZyKtGRj38b1xSyE9NE.E1STvG2ho2-DqYC1AeQae7B_yg2v4_GXZMP6jLSzh_E%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1718868870%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
"Robustrion Cover for iPad 10th Generation Cover Case, Armor Cover for iPad 10th Generation/iPad 10th Gen with [Pencil Holder] [Handle] [Shoulder Strap] - Rainbow Red","1,599",3.9,"Sponsored Robustrion Cover for iPad 10th Generation Cover Case, Armor Cover for iPad 10th Generation/iPad 10th Gen with [Pencil Holder] [Handle] [Shoulder Strap] - Rainbow Red  3.9 out of 5 stars 19  Limited time deal  ₹1,599₹1,599 M.R.P: ₹3,999₹3,999 (60% off)",https://www.amazon.inhttps://aax-eu.amazon.in/x/c/REhi1p1K4-OOBtV3OkhRMvIAAAGQNJGHzgMAAAH2AQBvbm9fdHhuX2JpZDEgICBvbm9fdHhuX2ltcDEgICADgivn/https://www.amazon.in/dp/B0BTGRZHRM?pd_rd_i=B0BTGRZHRM&pf_rd_p=4c4db269-2cbe-48b8-89a5-de8fb92d5807&pf_rd_r=8D2X7MKJXHSHE4ZH438X&pd_rd_wg=ushHp&pd_rd_w=MJ6vI&pd_rd_r=010c37d2-9717-4523-9bd5-dff58a56bf42
N/A,N/A,N/A,N/A,https://www.amazon.in/s/?k=laptop+hp&ref=sugsr_0&pd_rd_w=X68Fc&content-id=amzn1.sym.5e455782-2b09-4126-83e3-a9dbac6d07bb:amzn1.sym.5e455782-2b09-4126-83e3-a9dbac6d07bb&pf_rd_p=5e455782-2b09-4126-83e3-a9dbac6d07bb&pf_rd_r=8D2X7MKJXHSHE4ZH438X&pd_rd_wg=ushHp&pd_rd_r=010c37d2-9717-4523-9bd5-dff58a56bf42&qid=1718868870
N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,https://www.amazon.inhttps://aax-eu.amazon.in/x/c/RL-zuqV-AYUPbuYk3oKOQEEAAAGQNJGIYAMAAAH2AQBvbm9fdHhuX2JpZDIgICBvbm9fdHhuX2ltcDEgICAS0RW7/https://www.amazon.in/stores/page/7EADD116-0941-4C15-A480-94AF6FFF3B43/?_encoding=UTF8&store_ref=SB_A06808443K9KR8VS450F1-A08014543B27SJYFNXNJZ&pd_rd_plhdr=t&aaxitk=41a6a6da87dbb84c071b261279f78701&hsa_cr_id=0&lp_asins=B0B3BQ11LP%2CB0B3BS9BRW&lp_query=laptop&lp_slot=desktop-hsa-3psl&ref_=sbx_be_s_3psl_mbd_mb0_bkgd&pd_rd_w=lPN8s&content-id=amzn1.sym.f1a4d09d-a292-48da-a86f-03294c9a41ef%3Aamzn1.sym.f1a4d09d-a292-48da-a86f-03294c9a41ef&pf_rd_p=f1a4d09d-a292-48da-a86f-03294c9a41ef&pf_rd_r=8D2X7MKJXHSHE4ZH438X&pd_rd_wg=jEQJq&pd_rd_r=5f2124c8-f7cb-4436-a2da-94f545e13bf9
N/A,N/A,N/A,N/A,https://www.amazon.in/gp/help/customer/display.html?nodeId=201889520
N/A,N/A,N/A,N/A,N/A
N/A,N/A,N/A,N/A,https://www.amazon.inhttps://aax-eu.amazon.in/x/c/RMNSD-47cKOlqvCqdC6IUJ0AAAGQNJGWNgMAAAH2AQBvbm9fdHhuX2JpZDEgICBvbm9fdHhuX2ltcDEgICBfR_ij/https://www.amazon.in/stores/page/FBD981ED-4D73-4F0E-8FB6-F5C9A5369DF5/?_encoding=UTF8&pd_rd_plhdr=t&ref_=sbx_be_s_sparkle_ssd&qid=1718868874&store_ref=SBV_A01912771VA5A4MDWD4EC-A10011081FXQXS6W221H8&lp_asins=B0CCQQHPX8&pd_rd_w=h0APK&content-id=amzn1.sym.bc0e77cc-908d-4121-87d3-b355b997dda7%3Aamzn1.sym.bc0e77cc-908d-4121-87d3-b355b997dda7&pf_rd_p=bc0e77cc-908d-4121-87d3-b355b997dda7&pf_rd_r=5GDEC9YZNXV98J7Z7AED&pd_rd_wg=DU23G&pd_rd_r=63331f45-b36a-42bd-a98b-1b7dd45a3c97
N/A,N/A,N/A,N/A,N/A
"Apple 2023 MacBook Pro (14-inch, M3 chip with 8‑core CPU and 10‑core GPU, 8GB Unified Memory, 512GB) - Space Grey","1,59,790",4.5,"SponsoredSponsored You are seeing this ad based on the product’s relevance to your search query.Let us know  Apple 2023 MacBook Pro (14-inch, M3 chip with 8‑core CPU and 10‑core GPU, 8GB Unified Memory, 512GB) - Space Grey  4.5 out of 5 stars 22  ₹1,59,790₹1,59,790 M.R.P: ₹1,69,900₹1,69,900 (6% off)Flat INR 5000 Off on SBI Credit CardsFREE deliveryAdd to cart-Remove+2 colors/patterns",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozODEwMTYyNDcwMzY5MTcxOjE3MTg4Njg4NzQ6c3BfYXRmX25leHQ6MzAwMDg1NDAzMjE4NDMyOjowOjo&url=%2FApple-MacBook-14-inch-10%25E2%2580%2591core-Unified%2Fdp%2FB0CM5NR4SW%2Fref%3Dsr_1_17_sspa%3Fdib%3DeyJ2IjoiMSJ9.tSpVFtlyoPJSZHK29zcDoTf6m56FYfLXVfrLPEzy80_LmKYJtkcMqbhVJ11dPrdcWDPMNRoPIvmF_mHch62qRfS7u_hrERvyFQyi1AW6p1LKXqE9Bi3M2eFkN45ynG9SaZa7BMilnT2EPe2kOr3Xq184Pe5q63tMDvsSW1TZmuhtjEjk2GHIez-l0Qg0zY4R3WCb2dWV1KeBa1xRqb39Aed29Q6BrSkbUs0JAaI13pU.GMdHS3F7YOls-aSUIInRzVJkJsCc9Bd7pmYUxj44iL4%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1718868874%26sr%3D8-17-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
"Acer Aspire Lite AMD Ryzen 5 5500U Premium Thin and Light Laptop (16 GB RAM/512 GB SSD/Windows 11 Home) AL15-41, 39.62 cm (15.6"") Full HD Display, Metal Body, Steel Gray, 1.59 KG","36,990",3.9,"SponsoredSponsored You are seeing this ad based on the product’s relevance to your search query.Let us know  Acer Aspire Lite AMD Ryzen 5 5500U Premium Thin and Light Laptop (16 GB RAM/512 GB SSD/Windows 11 Home) AL15-41, 39.62 cm (15.6"") Full HD Display, Metal Body, Steel Gray, 1.59 KG  3.9 out of 5 stars 396  500+ bought in past monthLimited time deal  ₹36,990₹36,990 M.R.P: ₹59,990₹59,990 (38% off)Flat INR 1000 Off on HDFC Bank Credit Card FREE delivery Sat, 22 Jun Or fastest delivery Tomorrow, 21 Jun Service: Device SetupAdd to cart-Remove",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozODEwMTYyNDcwMzY5MTcxOjE3MTg4Njg4NzQ6c3BfYXRmX25leHQ6MzAwMTU5OTc1NTMwODMyOjowOjo&url=%2FAcer-Premium-Windows-AL15-41-Display%2Fdp%2FB0CB7S1RTX%2Fref%3Dsr_1_18_sspa%3Fdib%3DeyJ2IjoiMSJ9.tSpVFtlyoPJSZHK29zcDoTf6m56FYfLXVfrLPEzy80_LmKYJtkcMqbhVJ11dPrdcWDPMNRoPIvmF_mHch62qRfS7u_hrERvyFQyi1AW6p1LKXqE9Bi3M2eFkN45ynG9SaZa7BMilnT2EPe2kOr3Xq184Pe5q63tMDvsSW1TZmuhtjEjk2GHIez-l0Qg0zY4R3WCb2dWV1KeBa1xRqb39Aed29Q6BrSkbUs0JAaI13pU.GMdHS3F7YOls-aSUIInRzVJkJsCc9Bd7pmYUxj44iL4%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1718868874%26sr%3D8-18-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
